Status,Localidade,People,Usuário,Tipo de acesso,Operadora,Número (Designação),Valor Fidelizado,Centro de custo,Velocidade,Data Ativação,Data Desativação,vd,Obs. Acesso
ATIVO,Não informado,2631,L2631 - DSP BROTAS III,VPN IP MPLS,VIVO,710000186814590,350.01,2026310000,10 MBPS,,,,
ATIVO,Não informado,2631,L2631 - DSP BROTAS III,MONITORA DADOS,VIVO,710000186815499,50,2026310000,,,,,
ATIVO,Não informado,2631,L2631 - DSP BROTAS III,VPN IP MPLS,VIVO,710000195289292,380,2026310000,10 MBPS,,,,
ATIVO,Não informado,2631,L2631 - DSP BROTAS III,MONITORA DADOS,VIVO,710000195312990,20,2026310000,,,,,
ATIVO,Não informado,2631,L2631 - DSP BROTAS III,INN,EMBRATEL,SDR_IP_33590,454.43,2026310000,,,,,
ATIVO,Não informado,2626,L2626 - DSP MOGI MIRIM II,MONITORA DADOS,VIVO,113830186815597,44.44,2026260000,,,,,
ATIVO,Não informado,2626,L2626 - DSP MOGI MIRIM II,VPN IP MPLS,VIVO,113833862039098,311.12,2026260000,10 MBPS,,,,
ATIVO,LOJA,2626,L2626 - DSP MOGI MIRIM II,INN,EMBRATEL,MMM_IP_00468,450,2026260000,,,,,
ATIVO,LOJA,2625,L2625 - DSP MARILIA ESMERALDAS,MONITORA DADOS,VIVO,113650194626692,20,2026250000,,,,,
ATIVO,Não informado,2625,L2625 - DSP MARILIA ESMERALDAS,VPN IP MPLS,VIVO,113653433509795,380,2026250000,10 MBPS,,,,
ATIVO,Lojas,2625,L2625 - DSP MARILIA ESMERALDAS,INN,EMBRATEL,MIA_IP_02810,453.77,2026250000,,,,,
ATIVO,LOJA,2623,L2623 - DSP EDGAR FACO,MONITORA DADOS,VIVO,110000185840693,50,2026230000,,,,,"Lojas - Link A (Dados)_VAREJO_Vendas_DIRETORIA OPERAÇÕES, ENG E EXP_sem divisional"
ATIVO,Não informado,2623,L2623 - DSP EDGAR FACO,VPN IP MPLS,VIVO,110003975055090,350.01,2026230000,10 MBPS,,,,
ATIVO,Não informado,2623,L2623 - DSP EDGAR FACO,INN,EMBRATEL,SPO_IP_83833,453.77,2026230000,,,,,
ATIVO,Não informado,2622,L2622 - DSP MOGI GUACU CENTRO,VPN IP MPLS,VIVO,113823861092699,241.12,2026220000,10 MBPS,,,,
ATIVO,LOJA,2622,L2622 - DSP MOGI GUACU CENTRO,INN,EMBRATEL,MGU_IP_00634,450,2026220000,,,,,
ATIVO,Não informado,2619,L2619 - DSP RIBEIRAO INDEPENDENCIA,MONITORA DADOS,VIVO,115290186814992,50,2026190000,,,,,
ATIVO,Lojas,2619,L2619 - DSP RIBEIRAO INDEPENDENCIA,VPN IP MPLS,VIVO,115293620066197,350.01,2026190000,10 MBPS,,,,
ATIVO,Lojas,2619,L2619 - DSP RIBEIRAO INDEPENDENCIA,INN,EMBRATEL,RPO_IP_10532,450,2026190000,,,,,
ATIVO,Não informado,2617,L2617 - DSP CONSELHEIRO AGUIAR III,VPN IP MPLS,VIVO,810000185840497,350.01,2026170000,10 MBPS,,,,
ATIVO,LOJA,2617,L2617 - DSP CONSELHEIRO AGUIAR III,MONITORA DADOS,VIVO,810000185841190,50,2026170000,,,,,"Lojas - Link A (Dados)_VAREJO_Vendas_DIRETORIA OPERAÇÕES, ENG E EXP_sem divisional"
ATIVO,Não informado,2616,L2616 - DSP TAMBORE III,VPN IP MPLS,VIVO,115890185839899,350.01,2026160000,10 MBPS,,,,
ATIVO,LOJA,2616,L2616 - DSP TAMBORE III,MONITORA DADOS,VIVO,115890185840595,50,2026160000,,,,,"Lojas - Link A (Dados)_VAREJO_Vendas_DIRETORIA OPERAÇÕES, ENG E EXP_sem divisional"
ATIVO,Não informado,2614,L2614 - DSP ASTURIAS,MONITORA DADOS,VIVO,112560188072098,50,2026140000,,,,,
ATIVO,LOJA,2614,L2614 - DSP ASTURIAS,INN,EMBRATEL,GJA_IP_02384,450,2026140000,,,,,
ATIVO,Não informado,2611,L2611 - DSP CPA BAIRRO,VPN IP MPLS,VIVO,670000183255498,350.01,2026110000,10 MBPS,,,,
ATIVO,LOJA,2611,L2611 - DSP CPA BAIRRO,MONITORA DADOS,VIVO,670000183258892,50,2026110000,,,,,
ATIVO,Não informado,2611,L2611 - DSP CPA BAIRRO,INN,EMBRATEL,CBA_IP_04975,454.03,2026110000,,,,,
ATIVO,LOJA,2610,L2610 - DSP CAMPESTRE,MONITORA DADOS,VIVO,116330183253199,50,2026100000,,,,,
ATIVO,Não informado,2610,L2610 - DSP CAMPESTRE,VPN IP MPLS,VIVO,116334991016593,350.01,2026100000,10 MBPS,,,,
ATIVO,Não informado,2610,L2610 - CAMPESTRE - SANTO ANDRÉ,INN,EMBRATEL,SNE_IP_04555,453.77,2026100000,,,,,
ATIVO,Não informado,2609,L2609 - DSP SETOR NOROESTE 2,VPN IP MPLS,VIVO,610000183256898,245.01,2026090000,10 MBPS,,,,
ATIVO,Não informado,2609,L2609 - DSP SETOR NOROESTE 2,INN,EMBRATEL,BSA_IP_30583,454.3,2026090000,,,,,
ATIVO,LOJA,2608,L2608 - DSP CARVALHO MENDONCA,MONITORA DADOS,VIVO,115920183257797,50,2026080000,,,,,
ATIVO,Não informado,2608,L2608 - DSP CARVALHO MENDONCA,VPN IP MPLS,VIVO,115923235229590,350.01,2026080000,10 MBPS,,,,
ATIVO,Não informado,2608,L2608 - DSP CARVALHO MENDONCA,DADOS,VIVO,3235229590,,2026080000,,,,,
ATIVO,Não informado,2608,L2608 - DSP CARVALHO DE MENDONÇA,INN,EMBRATEL,STS_IP_18572,453.77,2026080000,,,,,
ATIVO,Não informado,2607,L2607 - DSP BALNEARIO,VPN IP MPLS,VIVO,620000183256495,326.67,2026070000,,,,,
ATIVO,LOJA,2607,L2607 - DSP BALNEARIO,INN,EMBRATEL,GNA_IP_07092,450,2026070000,,,,,
ATIVO,Não informado,2606,L2606 - DSP JD.MARILIZA,VPN IP MPLS,VIVO,620000183256691,116.67,2026060000,10 MBPS,,,,
ATIVO,LOJA,2606,L2606 - DSP JD.MARILIZA,INN,EMBRATEL,GNA_IP_07093,450,2026060000,,,,,
ATIVO,Não informado,2605,L2605 - DSP JATAÍ,MONITORA DADOS,VIVO,620000183258195,50,2026050000,,,,,"Lojas - Link A (Dados)_VAREJO_Vendas_DIRETORIA OPERAÇÕES, ENG E EXP_sem divisional"
ATIVO,Não informado,2605,L2605 - DSP JATAÍ,VPN IP MPLS,VIVO,621040183257198,350.01,2026050000,10 MBPS,,,,
ATIVO,Não informado,2605,L2605 - DSP JATAÍ,INN,EMBRATEL,JTI_IP_00347,454.03,2026050000,,,,,
ATIVO,LOJA,2602,L2602 - DSP PONTA DA PRAIA II,MONITORA DADOS,VIVO,115920183257993,50,2026020000,,,,,"Lojas - Link A (Dados)_VAREJO_Vendas_DIRETORIA OPERAÇÕES, ENG E EXP_sem divisional"
ATIVO,Não informado,2602,L2602 - DSP PONTA DA PRAIA II,VPN IP MPLS,VIVO,115923227200090,350.01,2026020000,10 MBPS,,,,
ATIVO,LOJA,2602,L2602 - DSP PONTA DA PRAIA II,DADOS,EMBRATEL,SMI,,3018510000,,,,,
ATIVO,LOJA,2601,LJ2601 - Guarujá Adhemar de Barros,MONITORA DADOS,VIVO,112560183253896,50,2026010000,,,,,
ATIVO,Não informado,2601,L2601 - DSP GUARUJA - ADHEMAR DE BARRO,VPN IP MPLS,VIVO,112563386004195,350.01,2026010000,10 MBPS,,,,
ATIVO,LOJA,2598,L2598 - DSP VILA APARECIDA,MONITORA DADOS,VIVO,116610183257699,38.89,2025980000,,,,,"Lojas - Link A (Dados)_VAREJO_Vendas_DIRETORIA OPERAÇÕES, ENG E EXP_sem divisional"
ATIVO,Não informado,2598,L2598 - DSP VILA APARECIDA,VPN IP MPLS,VIVO,116613632196999,280.01,2025980000,10 MBPS,,,,
ATIVO,Não informado,2598,L2598 - DSP VILA APARECIDA,INN,EMBRATEL,TTE_IP_01810,450,2025980000,,,,,
ATIVO,Não informado,2597,L2597 - DSP SETUBAL,VPN IP MPLS,VIVO,810000182562190,280.01,2025970000,10 MBPS,,,,
ATIVO,LOJA,2597,L2597 - DSP SETUBAL,MONITORA DADOS,VIVO,810000182564990,40,2025970000,,,,,
ATIVO,LOJA,2597,L2597 - DSP SETUBAL,INN,EMBRATEL,RCE_IP_21180,450,2025970000,,,,,
ATIVO,Não informado,2596,L2596 - DSP SANTA TEREZINHA ABC,MONITORA DADOS,VIVO,116330182566798,50,2025960000,,,,,
ATIVO,Não informado,2596,L2596 - DSP SANTA TEREZINHA ABC,VPN IP MPLS,VIVO,116334996036096,350.01,2025960000,10 MBPS,,,,
ATIVO,Não informado,2594,L2594 - DSP JD SAO CAETANO,MONITORA DADOS,VIVO,115500182565191,50,2025940000,,,,,
ATIVO,Não informado,2594,L2594 - DSP JD SAO CAETANO,VPN IP MPLS,VIVO,115504232208395,350.01,2025940000,10 MBPS,,,,
ATIVO,Não informado,2594,L2594 - DSP JD SAO CAETANO,DADOS,VIVO,4232208395,,2025940000,,,,,
ATIVO,Lojas,2594,L2594 - JD SÃO CAETANO,INN,EMBRATEL,SCN_IP_01357,450,2025940000,,,,,
ATIVO,Não informado,2593,L2593 - DSP CECAP JUNDIAI,VPN IP MPLS,VIVO,113260182564194,350.01,2025930000,10 MBPS,,,,
ATIVO,LOJA,2593,L2593 - DSP CECAP JUNDIAI,MONITORA DADOS,VIVO,113260182567490,50,2025930000,,,,,
ATIVO,Não informado,2589,L2589 - DSP IPUTINGA,VPN IP MPLS,VIVO,810000182571395,350.01,2025890000,10 MBPS,,,,
ATIVO,Não informado,2589,L2589 - DSP IPUTINGA,MONITORA DADOS,VIVO,810000182572294,50,2025890000,,,,,
ATIVO,LOJA,2589,L2589 - DSP IPUTINGA,INN,EMBRATEL,RCE_IP_21179,450,2025890000,,,,,
ATIVO,Não informado,2585,L2585 - DSP SETOR BUENO T4,VPN IP MPLS,VIVO,620000182572991,350.01,2025850000,10 MBPS,,,,
ATIVO,Não informado,2585,L2585 - DSP SETOR BUENO T4,MONITORA DADOS,VIVO,620000182574299,50,2025850000,,,,,
ATIVO,Não informado,2582,L2582 - DSP SHOPPING RIVER,VPN IP MPLS,VIVO,811190182571896,296.7,2025820000,10 MBPS,,,,
ATIVO,Lojas,2582,L2582 - DSP SHOPPING RIVER,MONITORA DADOS,VIVO,811190182572599,50,2025820000,,,,,
ATIVO,Não informado,2582,L2582 - DSP SHOPPING RIVER,INN,EMBRATEL,PTA_IP_00994,450,2025820000,,,,,
ATIVO,LOJA,2580,L2580 - DSP JANDIRA II,MONITORA DADOS,VIVO,113180183260390,50,2025800000,,,,,
ATIVO,Não informado,2580,L2580 - DSP JANDIRA II,VPN IP MPLS,VIVO,113184707029491,350.01,2025800000,10 MBPS,,,,
ATIVO,Não informado,2577,L2577 - DSP MIRASSOL II,MONITORA DADOS,VIVO,113780182572490,50.01,2025770000,,,,,
ATIVO,Não informado,2577,L2577 - DSP MIRASSOL II,VPN IP MPLS,VIVO,113783242143190,350.01,2025770000,10 MBPS,,,,
ATIVO,Não informado,2577,L2577 - DSP MIRASSOL II,DADOS,VIVO,3242143190,,2025770000,,,,,
ATIVO,Não informado,2574,L2574 - DSP SETOR COIMBRA,MONITORA DADOS,VIVO,610000180965499,50,2025740000,,,,,
ATIVO,Não informado,2574,L2574 - DSP SETOR COIMBRA,VPN IP MPLS,VIVO,620000196065392,325.11,2025740000,10 MBPS,,,,
ATIVO,LOJA,2574,L2574 - DSP SETOR COIMBRA,MONITORA DADOS,VIVO,620000196066193,16,2025740000,,,,,
ATIVO,LOJA,2574,L2574 - DSP SETOR COIMBRA,INN,EMBRATEL,GNA_IP_06754,450,2025740000,,,,,
ATIVO,LOJA,2573,L2573 - DSP AGUAS CLARAS V,INN,EMBRATEL,BSA_IP_30132,454.3,2025730000,,,,,
ATIVO,Não informado,2572,L2572 - DSP GOIANIA SETOR SUL II,VPN IP MPLS,VIVO,620000180967090,350.01,2025720000,10 MBPS,,,,
ATIVO,LOJA,2572,L2572 - DSP GOIANIA SETOR SUL II,MONITORA DADOS,VIVO,620000180967199,50,2025720000,,,,,
ATIVO,Não informado,2572,L2572 - DSP GOIANIA SETOR SUL II,INN,EMBRATEL,GNA_IP_06998,450,2025720000,,,,,
ATIVO,LOJA,2554,L2554 - DSP ITABUNA III,DADOS,VIVO,713140160322992,,2022950000,10 MB,,,,
ATIVO,Não informado,2554,L2554 - DSP ITABUNA III,VPN IP MPLS,VIVO,713140195205793,380,2025540000,10 MBPS,,,,
ATIVO,LOJA,2554,L2554 - DSP ITABUNA III,MONITORA DADOS,VIVO,713140195213795,20,2025540000,,,,,
ATIVO,POLO,2554,L2554 - DSP ITABUNA III,INN,EMBRATEL,ITB_IP_02856,328.68,2022950000,4 MB,,,,2022950000
ATIVO,Não informado,2553,L2553 - DSP PONTA GROSSA III,MONITORA DADOS,VIVO,415020196265894,20,2025530000,,,,,
ATIVO,LOJA,2553,L2553 - DP PONTA GROSSA 3,INN,EMBRATEL,PGO_IP_01040,305.06,3017470000,4 MB,,,,Reclassificação - Bandeira Invertida
ATIVO,Não informado,2552,L2552 - DSP BARAO DE LIMEIRA,MONITORA DADOS,VIVO,110000195109797,20,2025520000,,,,,
ATIVO,LOJA,2552,L2552 - DSP BARAO DE LIMEIRA,VPN IP MPLS,VIVO,110003221378297,380,2025520000,10 MBPS,,,,
ATIVO,Não informado,2552,L2552 - DSP BARAO DE LIMEIRA,DADOS,VIVO,3221378297,,2025520000,,,,,
ATIVO,LOJA,2552,L2552 - DSP BARAO DE LIMEIRA,INN,EMBRATEL,SPO_IP_97888,477.23,2025520000,4 MB,,,,2020940000
ATIVO,Não informado,2551,L2551 - DSP PIRITUBA III,MONITORA DADOS,VIVO,110000195254591,20,2025510000,,,,,
ATIVO,LOJA,2551,L2551 - DSP PIRITUBA III,VPN IP MPLS,VIVO,110003971037399,380,2025510000,10 MBPS,,,,
ATIVO,LOJA,2551,L2551 - DSP PIRITUBA III,INN,EMBRATEL,SPO_IP_87950,277.64,2025510000,4 MB,,,,2021080000
ATIVO,Não informado,2550,L2550 - DSP OUTLET CATARINA,VPN IP MPLS,VIVO,115720180965597,320.07,2025500000,10 MBPS,,,,
ATIVO,Lojas,2550,L2550 - DSP OUTLET CATARINA,MONITORA DADOS,VIVO,115720180965891,50,2025500000,,,,,
ATIVO,Lojas,2549,L2549 - MARILIA III,MONITORA DADOS,VIVO,113650180966191,50,2025490000,,,,,
ATIVO,Não informado,2549,L2549 - DSP MARILIA III,VPN IP MPLS,VIVO,113653433059595,350.01,2025490000,10 MBPS,,,,
ATIVO,Não informado,2549,L2549 - DSP MARILIA III,DADOS,VIVO,3433059595,,2025490000,,,,,
ATIVO,Não informado,2549,L2549 - MARILIA III,INN,EMBRATEL,MIA_IP_02753,453.77,2025490000,,,,,
ATIVO,Não informado,2548,L2548 - DSP SAO JOAO DA BOA VISTA II,MONITORA DADOS,VIVO,115530180966790,1.67,2025480000,,,,,
ATIVO,Não informado,2548,L2548 - DSP SAO JOAO DA BOA VISTA II,VPN IP MPLS,VIVO,115533622094894,256.68,2025480000,10 MBPS,,,,
ATIVO,LOJA,2548,L2548 - DSP SAO JOAO DA BOA VISTA II,INN,EMBRATEL,SJV_IP_01476,450,2025480000,,,,,
ATIVO,Não informado,2547,L2547 - DSP VG ARTHUR BERNARDES,VPN IP MPLS,VIVO,670850180530393,350.01,2025470000,10 MBPS,,,,
ATIVO,Lojas,2547,L2547 - DSP VG ARTHUR BERNARDES,MONITORA DADOS,VIVO,670850180530590,50,2025470000,,,,,
ATIVO,LOJA,2547,L2547 - DSP VG ARTHUR BERNARDES,INN,EMBRATEL,VAZ_IP_01578,454.03,2025470000,,,,,
ATIVO,Lojas,2546,L2546 - DSP GOIANIA PORTUGAL,VPN IP MPLS,VIVO,620000180527290,349.91,2025460000,10 MBPS,,,,
ATIVO,Lojas,2546,L2546 - DSP GOIANIA PORTUGAL,MONITORA DADOS,VIVO,620000180530295,50,2025460000,,,,,
ATIVO,LOJA,2546,L2546 - DSP GOIANIA PORTUGAL,INN,EMBRATEL,GNA_IP_06248,454.03,2025460000,,,,,
ATIVO,Não informado,2545,L2545 - DSP GOIANIA VILA ROSA,VPN IP MPLS,VIVO,620000180528591,347.29,2025450000,10 MBPS,,,,
ATIVO,Lojas,2545,L2545 - DSP GOIANIA VILA ROSA,INN,EMBRATEL,GNA_IP_06262,454.03,2025450000,,,,,
ATIVO,Lojas,2544,L2544 - DSP BAURU VII,MONITORA DADOS,VIVO,110740180528199,49.99,2025440000,,,,,
ATIVO,Não informado,2544,L2544 - DSP BAURU VII,VPN IP MPLS,VIVO,110743223204893,350.01,2025440000,10 MBPS,,,,
ATIVO,Não informado,2544,L2544 - DSP BAURU VII,DADOS,VIVO,3223204893,,2025440000,,,,,
ATIVO,Não informado,2544,L2544 - DSP BAURU VII,INN,EMBRATEL,BRU_IP_04831,453.77,2025440000,,,,,
ATIVO,Não informado,2543,L2543 - DSP PIRASSUNUNGA CENTRO,DADOS,VIVO,114830180530197,,2025430000,,,,,
ATIVO,Não informado,2543,L2543 - DSP PIRASSUNUNGA CENTRO,MONITORA DADOS,VIVO,114830192866591,50,2025430000,,,,,
ATIVO,Não informado,2543,L2543 - DSP PIRASSUNUNGA CENTRO,VPN IP MPLS,VIVO,114833561013494,350.01,2025430000,10 MBPS,,,,
ATIVO,Não informado,2543,L2543 - DSP PIRASSUNUNGA CENTRO,DADOS,VIVO,114833561108592,,2025430000,,,,,
ATIVO,Não informado,2543,L2543 - DSP PIRASSUNUNGA CENTRO,DADOS,VIVO,3561013494,,2025430000,,,,,
ATIVO,Não informado,2543,L2543 - PIRASSUNUNGA CENTRO,INN,EMBRATEL,PAG_IP_00820,453.77,2025430000,,,,,
ATIVO,Não informado,2542,L2542 - DSP DR FERNANDO COSTA,MONITORA DADOS,VIVO,115620180529697,50,2025420000,,,,,
ATIVO,Não informado,2542,L2542 - DSP DR FERNANDO COSTA,VPN IP MPLS,VIVO,115623224200790,350.01,2025420000,10 MBPS,,,,
ATIVO,Não informado,2542,L2542 - DSP DR FERNANDO COSTA,DADOS,VIVO,3224200790,,2025420000,,,,,
ATIVO,Não informado,2542,L2542 - DSP - DR FERNANDO COSTA,INN,EMBRATEL,SRR_IP_05716,453.77,2025420000,,,,,
ATIVO,Não informado,2540,L2540 - DSP PORTO FERREIRA,MONITORA DADOS,VIVO,114980180529392,50,2025400000,,,,,
ATIVO,Não informado,2540,L2540 - DSP PORTO FERREIRA,VPN IP MPLS,VIVO,114983581011198,350.01,2025400000,10 MBPS,,,,
ATIVO,Não informado,2540,L2540 - DSP PORTO FERREIRA,INN,EMBRATEL,PTF_IP_00184,453.77,2025400000,,,,,
ATIVO,Não informado,2538,L2538 - DSP SALVADOR 1,DADOS,VIVO,710000178968896,,2025380000,,,,,
ATIVO,Não informado,2538,L2538 - DSP SALVADOR 1,DADOS,VIVO,710000178969392,,2025380000,,,,,
ATIVO,Não informado,2538,L2538 - DSP SALVADOR 1,DADOS,VIVO,710000185406591,,2025380000,,,,,
ATIVO,Não informado,2538,L2538 - DSP SALVADOR I,DADOS,VIVO,710000185408792,,2025380000,,,,,
ATIVO,Não informado,2538,L2538 - DSP SALVADOR I,VPN IP MPLS,VIVO,710000194953696,379.04,2025380000,10 MBPS,,,,
ATIVO,Não informado,2538,L2538 - DSP SALVADOR I,MONITORA DADOS,VIVO,710000194962096,20,2025380000,,,,,
ATIVO,LOJA,2538,L2538 - DSP SALVADOR 1,INN,EMBRATEL,SDR_IP_33287,487.45,2025380000,,,,,Reclassificação - Bandeira Invertida
ATIVO,Não informado,2537,L2537 - DSP RIO VERDE IV,VPN IP MPLS,VIVO,621660180531194,350.01,2025370000,10 MBPS,,,,
ATIVO,Não informado,2537,L2537 - DSP RIO VERDE IV,MONITORA DADOS,VIVO,621660180531292,50,2025370000,,,,,
ATIVO,Não informado,2537,L2537 - DSP RIO VERDE IV,INN,EMBRATEL,RVD_IP_01034,454.03,2025370000,,,,,
ATIVO,Não informado,2536,L2536 - DSP FERNANDOPOLIS II,DADOS,VIVO,112180180530698,,2025360000,,,,,
ATIVO,Não informado,2536,L2536 - DSP FERNANDOPOLIS II,MONITORA DADOS,VIVO,112180187999793,49.99,2025360000,,,,,
ATIVO,Não informado,2536,L2536 - DSP FERNANDOPOLIS II,VPN IP MPLS,VIVO,112183442023390,350.01,2025360000,10 MBPS,,,,
ATIVO,Não informado,2536,L2536 - DSP FERNANDOPOLIS II,DADOS,VIVO,3442023390,,2025360000,,,,,
ATIVO,Não informado,2536,L2536 - DSP FERNANDOPOLIS II,INN,EMBRATEL,FND_IP_00333,453.77,2025360000,,,,,
ATIVO,Não informado,2534,L2534 - DSP DOMINGOS FERREIRA,VPN IP MPLS,VIVO,810000180966594,350.01,2025340000,10 MBPS,,,,
ATIVO,Lojas,2534,L2534 - DSP DOMINGOS FERREIRA,MONITORA DADOS,VIVO,810000180966692,50,2025340000,,,,,
ATIVO,Não informado,2534,L2534 - DSP DOMINGOS FERREIRA,INN,EMBRATEL,RCE_IP_21234,454.43,2025340000,,,,,
ATIVO,Lojas,2532,L2532 - DSP CIDADE DE SUMARE III,DADOS,VIVO,116400180529795,,2025320000,,,,,
ATIVO,Não informado,2532,L2532 - DSP CIDADE DE SUMARE III,MONITORA DADOS,VIVO,116400195214095,20,2025320000,,,,,
ATIVO,Não informado,2532,L2532 - DSP CIDADE DE SUMARE III,VPN IP MPLS,VIVO,116403803104694,380,2025320000,10 MBPS,,,,
ATIVO,Não informado,2532,L2532 - DSP CIDADE DE SUMARE III,DADOS,VIVO,3803104694,,2025320000,,,,,
ATIVO,LOJA,2532,L2532 - DSP CIDADE DE SUMARE III,INN,EMBRATEL,SUM_IP_01664,453.77,2025320000,,,,,
ATIVO,Não informado,2531,L2531 - DSP GUARAJUBA,INN,EMBRATEL,CAR_IP_01602,454.43,2025310000,,,,,
ATIVO,Lojas,2530,L2530 - DSP CHACARA FLORA II,DADOS,VIVO,110000180529893,,2025300000,,,,,
ATIVO,Não informado,2530,L2530 - DSP CHACARA FLORA II,MONITORA DADOS,VIVO,110000195108190,20,2025300000,,,,,
ATIVO,Não informado,2530,L2530 - DSP CHACARA FLORA II,VPN IP MPLS,VIVO,110005686278193,380,2025300000,10 MBPS,,,,
ATIVO,LOJA,2530,L2530 - DSP CHACARA FLORA II,INN,EMBRATEL,SPO_IP_79633,453.77,2025300000,,,,,
ATIVO,Lojas,2529,L2529 - DSP CIDADE SAO PEDRO,MONITORA DADOS,VIVO,115700180530099,50,2025290000,,,,,
ATIVO,Lojas,2529,L2529 - DSP CIDADE SAO PEDRO,VPN IP MPLS,VIVO,115703481009390,350.01,2025290000,10 MBPS,,,,
ATIVO,Lojas,2528,L2528 - DSP VALINHOS IV,MONITORA DADOS,VIVO,116860180531096,50,2025280000,,,,,
ATIVO,Não informado,2528,L2528 - DSP VALINHOS IV,VPN IP MPLS,VIVO,116863871009293,350.01,2025280000,10 MBPS,,,,
ATIVO,Não informado,2528,L2528 - DSP VALINHOS IV,INN,EMBRATEL,VOS_IP_00590,453.77,2025280000,,,,,
ATIVO,Não informado,2527,L2527 - DSP VIT DA CONQUISTA JURACY,VPN IP MPLS,VIVO,716730177066092,333.03,2025270000,10 MBPS,,,,
ATIVO,Lojas,2527,L2527 - DSP VIT DA CONQUISTA JURACY,MONITORA DADOS,VIVO,716730177068195,50,2025270000,,,,,
ATIVO,Lojas,2527,L2527 - DSP VIT DA CONQUISTA JURACY,INN,EMBRATEL,VCA_IP_03341,454.43,2025270000,,,,,
ATIVO,Não informado,2526,L2526 - DSP SHOPPING CARUARU,DADOS,VIVO,810420177065999,,2025260000,,,,,
ATIVO,Lojas,2526,L2526 - DSP SHOPPING CARUARU,DADOS,VIVO,810420177067993,,2025260000,,,,,
ATIVO,Não informado,2526,L2526 - DSP SHOPPING CARUARU,VPN IP MPLS,VIVO,810420195102393,380,2025260000,10 MBPS,,,,
ATIVO,Lojas,2526,L2526 - DSP SHOPPING CARUARU,MONITORA DADOS,VIVO,810420195109492,20,2025260000,,,,,
ATIVO,LOJA,2526,L2526 - DSP SHOPPING CARUARU,INN,EMBRATEL,CRU_IP_03219,454.43,2025260000,,,,,
ATIVO,Não informado,2524,L2524 - DSP ALZIRA SANTANA,VPN IP MPLS,VIVO,670850177066190,344.04,2025240000,10 MBPS,,,,
ATIVO,Lojas,2524,L2524 - DSP ALZIRA SANTANA,MONITORA DADOS,VIVO,670850177068391,50,2025240000,,,,,
ATIVO,Lojas,2524,L2524 - DSP ALZIRA SANTANA,INN,EMBRATEL,VAZ_IP_01592,454.03,2025240000,,,,,
ATIVO,Lojas,2523,L2523 - DSP CATANDUVA III,MONITORA DADOS,VIVO,111560177068696,50,2025230000,,,,,
ATIVO,Não informado,2523,L2523 - DSP CATANDUVA III,VPN IP MPLS,VIVO,111563522058799,350.01,2025230000,10 MBPS,,,,
ATIVO,Não informado,2523,L2523 - DSP CATANDUVA III,DADOS,VIVO,3522058799,,2025230000,,,,,
ATIVO,Não informado,2523,L2523 - DSP CATANDUVA III,INN,EMBRATEL,CTD_IP_02197,453.77,2025230000,,,,,
ATIVO,Lojas,2522,L2522 - DSP SAO BERNARDO MMDC,MONITORA DADOS,VIVO,115480176229596,50,2025220000,,,,,
ATIVO,Não informado,2522,L2522 - DSP SAO BERNARDO MMDC,VPN IP MPLS,VIVO,115484361017997,350.01,2025220000,10 MBPS,,,,
ATIVO,Não informado,2522,L2522 - DSP SAO BERNARDO MMDC,DADOS,VIVO,4361017997,,2025220000,,,,,
ATIVO,Não informado,2522,L2522 - DSP SAO BERNARDO MMDC,INN,EMBRATEL,SBO_IP_06675,480.56,2025220000,,,,,
ATIVO,Não informado,2521,L2521 - DSP PRESIDENTE PRUDENTE VIII,DADOS,VIVO,115070176224698,,2025210000,,,,,
ATIVO,Não informado,2521,L2521 - DSP PRESIDENTE PRUDENTE VIII,MONITORA DADOS,VIVO,115070196264799,20,2025210000,,,,,
ATIVO,Não informado,2521,L2521 - DSP PRESIDENTE PRUDENTE VIII,VPN IP MPLS,VIVO,115073908119098,380,2025210000,10 MBPS,,,,
ATIVO,Não informado,2521,L2521 - DSP PRESIDENTE PRUDENTE VIII,DADOS,VIVO,3908119098,,2025210000,,,,,
ATIVO,LOJA,2521,L2521 - DSP PRESIDENTE PRUDENTE VIII,INN,EMBRATEL,PPE_IP_01777,475.7,2025210000,,,,,
ATIVO,Não informado,2520,L2520 - DSP SHOPPING CAMPO LIMPO,DADOS,VIVO,110000176230292,,2025200000,,,,,
ATIVO,Lojas,2520,L2520 - DSP SHOPPING CAMPO LIMPO,MONITORA DADOS,VIVO,110000195196694,20,2025200000,,,,,
ATIVO,Não informado,2520,L2520 - DSP SHOPPING CAMPO LIMPO,VPN IP MPLS,VIVO,110005511069692,380,2025200000,10 MBPS,,,,
ATIVO,Não informado,2520,L2520 - DSP SHOPPING CAMPO LIMPO,DADOS,VIVO,5511069692,,2025200000,,,,,
ATIVO,LOJA,2520,L2520 - DSP SHOPPING CAMPO LIMPO,INN,EMBRATEL,SPO_IP_77678,480.56,2025200000,,,,,
ATIVO,Não informado,2519,L2519 - DSP ARARAS II,DADOS,VIVO,110420176224992,,2025190000,,,,,
ATIVO,Não informado,2519,L2519 - DSP ARARAS II,MONITORA DADOS,VIVO,110420196047296,20,2025190000,,,,,
ATIVO,Não informado,2519,L2519 - DSP ARARAS II,VPN IP MPLS,VIVO,110423541059893,380,2025190000,10 MBPS,,,,
ATIVO,Não informado,2519,L2519 - DSP ARARAS II,DADOS,VIVO,3541059893,,2025190000,,,,,
